"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"06/22/2018","30","","Queens College Near Road","36-081-0125","AQS"
"06/23/2018","26","","MASPETH LIBRARY","36-081-0120","AQS"
"06/24/2018","41","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/25/2018","25","","Queens College Near Road","36-081-0125","AQS"
"06/26/2018","18","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/27/2018","23","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/28/2018","38","","Queens College Near Road","36-081-0125","AQS"
"06/29/2018","34","","QUEENS COLLEGE 2","36-081-0124","AQS"
"06/30/2018","52","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/01/2018","68","","Queens College Near Road","36-081-0125","AQS"
"07/02/2018","68","","Queens College Near Road","36-081-0125","AQS"
"07/03/2018","59","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/04/2018","59","","Queens College Near Road","36-081-0125","AQS"
"07/05/2018","21","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/06/2018","23","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/07/2018","15","","Queens College Near Road","36-081-0125","AQS"
"07/08/2018","26","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/09/2018","32","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/10/2018","52","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/11/2018","48","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/12/2018","38","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/13/2018","41","","Queens College Near Road","36-081-0125","AQS"
"07/14/2018","42","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/15/2018","44","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/16/2018","57","","Queens College Near Road","36-081-0125","AQS"
"07/17/2018","42","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/18/2018","28","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/19/2018","26","","Queens College Near Road","36-081-0125","AQS"
