date, pm25, o3, no2, co
2015/1/29, 32, , , 
2015/1/30, 36, , , 
2015/1/31, 37, , , 
2015/2/1, 25, , , 
2015/2/2, 50, , , 
2015/2/3, 33, , , 
2015/2/4, 41, , , 
2015/2/5, 49, , , 
2015/2/6, 37, , , 
2015/2/7, 41, , , 
2015/2/8, 52, , , 
2015/2/9, 65, , , 
2015/2/10, 32, , , 
2015/2/11, 36, , , 
2015/2/12, 41, , , 
2015/2/13, 39, , , 
2015/2/14, 33, , , 
2015/2/15, 36, , , 
2015/2/16, 40, , , 
2015/2/17, 33, , , 
2015/2/18, 47, , , 
2015/2/19, 50, , , 
2015/2/20, 37, , , 
2015/2/21, 43, , , 
2015/2/22, 37, , , 
2015/2/23, 57, , , 
2015/2/24, 39, , , 
2015/2/25, 30, , , 
2015/2/26, 49, , , 
2015/2/27, 37, , , 
2015/2/28, 41, , , 
2015/3/1, 33, , , 
2015/3/2, 34, , , 
2015/3/3, 51, , , 
2015/3/4, 25, , , 
2015/3/5, 54, , , 
2015/3/6, 36, , , 
2015/3/7, 36, , , 
2015/3/8, 46, , , 
2015/3/9, 50, , , 
2015/3/10, 45, , , 
2015/3/11, 46, , , 
2015/3/12, 44, , , 
2015/3/13, 15, , , 
2015/3/14, 14, , , 
2015/3/15, 13, , , 
2015/3/16, 18, , , 
2015/3/17, 38, , , 
2015/3/18, 37, , , 
2015/3/19, 16, , , 
2015/3/20, 17, , , 
2015/3/21, 19, , , 
2015/3/22, 36, , , 
2015/3/23, 18, , , 
2015/3/24, 22, , , 
2015/3/25, 34, , , 
2015/3/26, 36, , , 
2015/3/27, 33, , , 
2015/3/28, 19, , , 
2015/3/29, 16, , , 
2015/3/30, 12, , , 
2015/3/31, 19, , , 
2015/4/1, 20, , , 
2014/10/2, 13, , , 
2014/10/3, 8, , , 
2014/10/4, 16, , , 
2014/10/5, 15, , , 
2014/10/6, 18, , , 
2014/10/7, 29, , , 
2014/10/8, 25, , , 
2014/10/9, 19, , , 
2014/10/10, 25, , , 
2014/10/11, 26, , , 
2014/10/12, 27, , , 
2014/10/13, 28, , , 
2014/10/14, 22, , , 
2014/10/15, 17, , , 
2014/10/16, 20, , , 
2014/10/17, 20, , , 
2014/10/18, 34, , , 
2014/10/19, 18, , , 
2014/10/20, 6, , , 
2014/10/21, 21, , , 
2014/10/22, 28, , , 
2014/10/23, 15, , , 
2014/10/24, 9, , , 
2014/10/25, 17, , , 
2014/10/26, 37, , , 
2014/10/27, 21, , , 
2014/10/28, 25, , , 
2014/10/29, 48, , , 
2014/10/30, 43, , , 
2014/10/31, 27, , , 
2014/11/1, 21, , , 
2014/11/2, 15, , , 
2014/11/3, 11, , , 
2014/11/4, 27, , , 
2014/11/5, 42, , , 
2014/11/6, 41, , , 
2014/11/7, 30, , , 
2014/11/8, 17, , , 
2014/11/9, 17, , , 
2014/11/10, 38, , , 
2014/11/11, 39, , , 
2014/11/12, 48, , , 
2014/11/13, 25, , , 
2014/11/14, 27, , , 
2014/11/15, 17, , , 
2014/11/16, 19, , , 
2014/11/17, 28, , , 
2014/11/18, 34, , , 
2014/11/19, 34, , , 
2014/11/20, 26, , , 
2014/11/21, 36, , , 
2014/11/22, 31, , , 
2014/11/23, 40, , , 
2014/11/24, 50, , , 
2014/11/25, 31, , , 
2014/11/26, 37, , , 
2014/11/27, 25, , , 
2014/11/28, 17, , , 
2014/11/29, 19, , , 
2014/11/30, 27, , , 
2014/12/1, 50, , , 
2014/12/2, 47, , , 
2014/12/3, 28, , , 
2014/12/4, 28, , , 
2014/12/5, 40, , , 
2014/12/6, 41, , , 
2014/12/7, 36, , , 
2014/12/8, 23, , , 
2014/12/9, 35, , , 
2014/12/10, 13, , , 
2014/12/11, 14, , , 
2014/12/12, 34, , , 
2014/12/13, 17, , , 
2014/12/14, 20, , , 
2014/12/15, 23, , , 
2014/12/16, 33, , , 
2014/12/17, 51, , , 
2014/12/18, 34, , , 
2014/12/19, 23, , , 
2014/12/20, 27, , , 
2014/12/21, 30, , , 
2014/12/22, 45, , , 
2014/12/23, 47, , , 
2014/12/24, 29, , , 
2014/12/25, 26, , , 
2014/12/26, 25, , , 
2014/12/27, 39, , , 
2014/12/28, 54, , , 
2014/12/29, 43, , , 
2014/7/2, 23, , , 
2014/7/3, 30, , , 
2014/7/4, 39, , , 
2014/7/5, 10, , , 
2014/7/6, 10, , , 
2014/7/7, 24, , , 
2014/7/8, 42, , , 
2014/7/9, 50, , , 
2014/7/10, 28, , , 
2014/7/11, 26, , , 
2014/7/12, 40, , , 
2014/7/13, 28, , , 
2014/7/14, 22, , , 
2014/7/15, 24, , , 
2014/7/16, 27, , , 
2014/7/17, 18, , , 
2014/7/18, 22, , , 
2014/7/19, 21, , , 
2014/7/20, 24, , , 
2014/7/21, 14, , , 
2014/7/22, 33, , , 
2014/7/23, 29, , , 
2014/7/24, 25, , , 
2014/7/25, 14, , , 
2014/7/26, 19, , , 
2014/7/27, 28, , , 
2014/7/28, 32, , , 
2014/7/29, 10, , , 
2014/7/30, 8, , , 
2014/7/31, 16, , , 
2014/8/1, 46, , , 
2014/8/2, 48, , , 
2014/8/3, 30, , , 
2014/8/4, 36, , , 
2014/8/5, 26, , , 
2014/8/6, 31, , , 
2014/8/7, 30, , , 
